gene_short_name	status	p_value	morans_test_statistic	morans_I	q_value
Sdc2	FAIL	NA	NA	NA	1
Lrp1	FAIL	NA	NA	NA	1
Mcpt1l4	FAIL	NA	NA	NA	1
Sema3a	FAIL	NA	NA	NA	1
Adgrg3	FAIL	NA	NA	NA	1
Gpr88	FAIL	NA	NA	NA	1
Cd163	FAIL	NA	NA	NA	1
Igfbpl1	FAIL	NA	NA	NA	1
Hmox1	FAIL	NA	NA	NA	1
Ppic	FAIL	NA	NA	NA	1
Mybpc1	OK	0.437534016463201	0.157224356981879	-0.000191661753807864	0.484762739217885
Fosb	FAIL	NA	NA	NA	1
Gucy1b1	OK	1.63822313787893e-68	17.452820851323	0.21676336670706	7.95708381255479e-68
Klf4	FAIL	NA	NA	NA	1
Agr2	FAIL	NA	NA	NA	1
Cygb	FAIL	NA	NA	NA	1
LOC690045	OK	0.0950823429080262	1.31009208468774	0.0130463206836932	0.114435386154793
Rassf4	OK	2.89702958553117e-71	17.8111182406431	0.189502128541451	1.53008164517374e-70
Loxl1	FAIL	NA	NA	NA	1
Art2b	OK	1.77374377393806e-48	14.5840650332469	0.175550705722892	5.54549777599026e-48
Podxl	FAIL	NA	NA	NA	1
Ifng	OK	0.0262648156263676	1.93876769657948	-0.000923076923076357	0.0327707791301467
Cadm3	FAIL	NA	NA	NA	1
Grem2	FAIL	NA	NA	NA	1
Fstl1	FAIL	NA	NA	NA	1
Efhd1	FAIL	NA	NA	NA	1
Hes1	FAIL	NA	NA	NA	1
Enpp3	FAIL	NA	NA	NA	1
Pld4	OK	2.49390335903535e-63	16.7575472305355	0.194206820457865	1.11203559616003e-62
Mfge8	FAIL	NA	NA	NA	1
Tmem252	FAIL	NA	NA	NA	1
Glrx5	FAIL	NA	NA	NA	1
Samsn1	FAIL	NA	NA	NA	1
Sod3	FAIL	NA	NA	NA	1
Nudt4	FAIL	NA	NA	NA	1
P4ha2	FAIL	NA	NA	NA	1
Gdf15	OK	6.73041601504403e-119	23.1533175037599	0.282273797368245	7.32269262436791e-118
Ltb4r	OK	0.122006490862335	1.16501485033658	-0.00131427818325254	0.145551603134014
RT1-Db1	FAIL	NA	NA	NA	1
Fam110d	FAIL	NA	NA	NA	1
Hhip	FAIL	NA	NA	NA	1
Calml4	FAIL	NA	NA	NA	1
Mxra8	FAIL	NA	NA	NA	1
Pdpn	FAIL	NA	NA	NA	1
Prph	FAIL	NA	NA	NA	1
C1qtnf5	FAIL	NA	NA	NA	1
Isg15	FAIL	NA	NA	NA	1
Spink1l	OK	0.987358125641401	-2.23703964990112	-0.00307692307692309	0.998080071737889
Sox17	OK	3.97372663749288e-136	24.8048491981033	0.29737256520327	5.68870339683191e-135
Rnd3	FAIL	NA	NA	NA	1
Snca	OK	2.20538430909601e-14	7.54827027587851	0.0873828103158538	3.57062221472688e-14
Creg1	FAIL	NA	NA	NA	1
Csrp1	FAIL	NA	NA	NA	1
Epas1	FAIL	NA	NA	NA	1
Rbp1	FAIL	NA	NA	NA	1
Tgfbi	FAIL	NA	NA	NA	1
Tsc22d1	FAIL	NA	NA	NA	1
Hmgb2	FAIL	NA	NA	NA	1
LOC299282	FAIL	NA	NA	NA	1
Esm1	FAIL	NA	NA	NA	1
Fhl1	FAIL	NA	NA	NA	1
Cd83	OK	1.95733837630306e-55	15.6395527717459	0.192220483332875	6.95942533796644e-55
Spn	FAIL	NA	NA	NA	1
Bche	FAIL	NA	NA	NA	1
Klre1	OK	1.11150231714786e-96	20.8319341189528	0.222446357705218	8.89201853718291e-96
Cd74	OK	1.66910527140456e-80	18.9647166927999	0.236628982714308	1.1349915845551e-79
Sema3d	FAIL	NA	NA	NA	1
Mt3	OK	0.571114948801883	-0.179213450927624	-0.00295913839732276	0.622618300898245
Ager	FAIL	NA	NA	NA	1
Eno3	FAIL	NA	NA	NA	1
Hoxd9	FAIL	NA	NA	NA	1
Cd3e	OK	4.87059530316604e-48	14.514961825522	0.178955027308964	1.5054567300695e-47
Itgb2	FAIL	NA	NA	NA	1
Emp1	FAIL	NA	NA	NA	1
Plekhb1	OK	0.309551726199188	0.497121388820349	0.00368634795561432	0.352293177933804
Aox3	FAIL	NA	NA	NA	1
Itih3	OK	0.0319899325151907	1.85232014214182	0.0187124690022912	0.0397317883293692
Parm1	OK	0.000189087477866448	3.55486378443581	0.0368460613402603	0.000250276369730773
Pparg	FAIL	NA	NA	NA	1
Dmd	FAIL	NA	NA	NA	1
Dkk3	FAIL	NA	NA	NA	1
Nrp2	FAIL	NA	NA	NA	1
Scart1	FAIL	NA	NA	NA	1
Nrtn	FAIL	NA	NA	NA	1
Map1b	FAIL	NA	NA	NA	1
Ank3	FAIL	NA	NA	NA	1
Hmcn1	FAIL	NA	NA	NA	1
Ifit1bl	OK	0.303831455965987	0.513412345020388	0.00278063146545681	0.346507991709637
Cpxm1	FAIL	NA	NA	NA	1
Tie1	FAIL	NA	NA	NA	1
Ptprb	FAIL	NA	NA	NA	1
Cd320	FAIL	NA	NA	NA	1
Islr	FAIL	NA	NA	NA	1
Hs3st1	FAIL	NA	NA	NA	1
Peg3	FAIL	NA	NA	NA	1
Aldh1a1	FAIL	NA	NA	NA	1
Cst3	FAIL	NA	NA	NA	1
Pdgfa	FAIL	NA	NA	NA	1
Casq2	FAIL	NA	NA	NA	1
LOC691141	OK	2.55416370772428e-48	14.5591577777601	0.174179293484534	7.93980032572578e-48
Tc2n	FAIL	NA	NA	NA	1
Adamts5	FAIL	NA	NA	NA	1
Mfap2	FAIL	NA	NA	NA	1
Blvra	FAIL	NA	NA	NA	1
Ramp1	FAIL	NA	NA	NA	1
Slc9a3r2	FAIL	NA	NA	NA	1
Matn4	FAIL	NA	NA	NA	1
F11r	FAIL	NA	NA	NA	1
Itga7	FAIL	NA	NA	NA	1
Cspg4	FAIL	NA	NA	NA	1
AABR07040095.1	FAIL	NA	NA	NA	1
Rrad	OK	0.0214725561302026	2.02424341790183	0.0150212825320873	0.0270395151269218
RGD1560281	FAIL	NA	NA	NA	1
AABR07060872.1	FAIL	NA	NA	NA	1
Pla2g2d	OK	1.55098833754763e-26	10.5962414082989	0.119969996330746	3.19597596827996e-26
Mgll	FAIL	NA	NA	NA	1
Comp	FAIL	NA	NA	NA	1
RT1-Ba	FAIL	NA	NA	NA	1
Il7r	FAIL	NA	NA	NA	1
Ptpro	FAIL	NA	NA	NA	1
Ltbp4	FAIL	NA	NA	NA	1
Cd3d	OK	0.00285479128509528	2.7640097929646	0.0318801747046828	0.00373318860358613
Adgrl4	OK	1.46503459349097e-58	16.0914266607061	0.17904097812753	5.69270584899349e-58
Has1	FAIL	NA	NA	NA	1
Actg2	FAIL	NA	NA	NA	1
Chl1	OK	8.55660333534005e-53	15.2474718127436	0.182516076613736	2.855700745046e-52
Igfbp7	FAIL	NA	NA	NA	1
Inhbb	FAIL	NA	NA	NA	1
Pdlim3	FAIL	NA	NA	NA	1
Clec1a	FAIL	NA	NA	NA	1
Dpp7	FAIL	NA	NA	NA	1
Ramp3	OK	1.3125386717479e-35	12.399637718564	0.134519435854516	3.11799579664129e-35
Gask1b	FAIL	NA	NA	NA	1
Ecscr	OK	2.68301207726645e-36	12.526219381625	0.14888764122645	6.4297734362685e-36
Etv1	FAIL	NA	NA	NA	1
Cxcl10	OK	1.60530788855768e-90	20.1412603258952	0.247048143653717	1.21289929357691e-89
Lef1	FAIL	NA	NA	NA	1
Ctla2a	FAIL	NA	NA	NA	1
Tent5c	FAIL	NA	NA	NA	1
Clec4m	OK	1.46258872957843e-73	18.1047156815042	0.218593923003521	8.11885988663945e-73
Itga8	FAIL	NA	NA	NA	1
Scimp	OK	6.78517502828642e-245	33.4003056786804	0.383153742628055	1.94270274494095e-243
Stc1	FAIL	NA	NA	NA	1
Ms4a7	OK	2.2100306583504e-40	13.2515454832374	0.125463648589239	5.72503180067914e-40
Nbl1	FAIL	NA	NA	NA	1
Pola2	FAIL	NA	NA	NA	1
Il4i1	OK	0.00471426781411927	2.59611188976238	0.0255185587147611	0.00604849455396435
Tmem47	FAIL	NA	NA	NA	1
Glipr1	FAIL	NA	NA	NA	1
Hcst	FAIL	NA	NA	NA	1
Gem	FAIL	NA	NA	NA	1
Hp	FAIL	NA	NA	NA	1
Ntf3	FAIL	NA	NA	NA	1
Krt2	OK	6.36576824543695e-206	30.5987134539398	0.38058608288508	1.38519117020708e-204
Tmem178a	FAIL	NA	NA	NA	1
AABR07047899.1	FAIL	NA	NA	NA	1
Gpr84	FAIL	NA	NA	NA	1
Anpep	FAIL	NA	NA	NA	1
C1qtnf2	FAIL	NA	NA	NA	1
Vipr2	FAIL	NA	NA	NA	1
Filip1	FAIL	NA	NA	NA	1
Ccl9	FAIL	NA	NA	NA	1
Dact2	FAIL	NA	NA	NA	1
Dhrs3	FAIL	NA	NA	NA	1
Ifi30	FAIL	NA	NA	NA	1
Gapt	OK	3.86479238865505e-42	13.5518142028572	0.0958669923129903	1.04081537595463e-41
Cr2	OK	5.07469451859464e-75	18.2888718441311	0.224242685960236	2.9368444873569e-74
Bicc1	FAIL	NA	NA	NA	1
Prss23	FAIL	NA	NA	NA	1
Lvrn	FAIL	NA	NA	NA	1
Foxp2	FAIL	NA	NA	NA	1
Il1rn	OK	3.65624225054901e-46	14.2157868709268	0.0814544313947945	1.05797648100993e-45
Tnip3	OK	0.227930407042065	0.745679883300338	-0.00153846153846153	0.264379832476388
Enho	FAIL	NA	NA	NA	1
Nrp1	FAIL	NA	NA	NA	1
Ctnnal1	FAIL	NA	NA	NA	1
Tll1	FAIL	NA	NA	NA	1
Htra1	FAIL	NA	NA	NA	1
Tuba1c	OK	3.64665933512436e-31	11.5510391896235	0.142921151476482	8.0641572288929e-31
Asgr2	FAIL	NA	NA	NA	1
Tnfrsf18	OK	3.34602782444327e-16	8.07600970733209	0.0848767722102347	5.67052690497552e-16
Ptx3	OK	1.32495680470525e-06	4.69624216152459	0.0541962623648996	1.82938198416156e-06
Gimap4	FAIL	NA	NA	NA	1
Adgre1	OK	3.65624225054901e-46	14.2157868709268	0.0814544313947945	1.05797648100993e-45
Il1r2	FAIL	NA	NA	NA	1
Tnfrsf12a	FAIL	NA	NA	NA	1
Ccr1	OK	8.82116762558893e-06	4.29281329626642	0.027993152429511	1.20268551085724e-05
Dclk1	FAIL	NA	NA	NA	1
Dnph1	FAIL	NA	NA	NA	1
Vegfd	OK	3.30103069198863e-80	18.9288233446649	0.235760841192329	2.2169885141257e-79
Nkain4	FAIL	NA	NA	NA	1
Cd2	OK	5.5934399528182e-74	18.1575695467662	0.220410815014147	3.13693951993103e-73
Epdr1	FAIL	NA	NA	NA	1
Gstt3	FAIL	NA	NA	NA	1
AABR07018078.1	FAIL	NA	NA	NA	1
Gadd45b	FAIL	NA	NA	NA	1
Gdf6	FAIL	NA	NA	NA	1
Adamts4	OK	9.27900625712306e-21	9.27032468902514	0.11434180885828	1.72279160541807e-20
Kazald1	FAIL	NA	NA	NA	1
Sult1a1	FAIL	NA	NA	NA	1
Calcrl	FAIL	NA	NA	NA	1
Ighm	FAIL	NA	NA	NA	1
Gda	FAIL	NA	NA	NA	1
Chrdl1	FAIL	NA	NA	NA	1
Mgst1	FAIL	NA	NA	NA	1
Ttyh1	OK	3.5053787061341e-17	8.34685015338471	0.0871761473712239	6.05373338456175e-17
Prxl2b	OK	2.78959867958293e-77	18.5703940875023	0.230383162318114	1.68615742410346e-76
H1f4	FAIL	NA	NA	NA	1
Osr1	FAIL	NA	NA	NA	1
Fcgr1a	OK	6.69863391581437e-51	14.9600265020953	0.120114279225232	2.19521497000182e-50
Slit3	FAIL	NA	NA	NA	1
Cenpe	FAIL	NA	NA	NA	1
Krt8	OK	1.8064498056268e-19	8.94821099095383	0.102989847456944	3.22199571888845e-19
Rgs16	OK	2.21129130467729e-159	26.8740013918468	0.321156338447092	3.43697848498413e-158
Col4a4	FAIL	NA	NA	NA	1
Lpar1	FAIL	NA	NA	NA	1
Clec4a1	OK	7.54983094912709e-20	9.04403230650449	0.0847170183284626	1.36903601210838e-19
Lgals1	FAIL	NA	NA	NA	1
Spi1	OK	2.79766013681682e-42	13.5755095798838	0.163524059628024	7.57177668869826e-42
Trem3	OK	0.617252195707408	-0.298271953320161	-0.00207692307692308	0.650746500900833
Prrg4	FAIL	NA	NA	NA	1
Sox2	FAIL	NA	NA	NA	1
Olfml2a	FAIL	NA	NA	NA	1
Xdh	FAIL	NA	NA	NA	1
Adgrg1	FAIL	NA	NA	NA	1
Aldh3a1	FAIL	NA	NA	NA	1
Pstpip2	OK	1.45816211988647e-15	7.89443538961158	0.088797292729815	2.4037581612674e-15
Cd14	FAIL	NA	NA	NA	1
Gjb2	FAIL	NA	NA	NA	1
Clec4e	FAIL	NA	NA	NA	1
Cd27	FAIL	NA	NA	NA	1
Ckb	FAIL	NA	NA	NA	1
Flrt3	FAIL	NA	NA	NA	1
Klrc2	FAIL	NA	NA	NA	1
Mx1	FAIL	NA	NA	NA	1
Serpina1	FAIL	NA	NA	NA	1
Il6	OK	1.3549120306119e-57	15.9531269044217	0.194547418773149	5.04843934693749e-57
Vsnl1	FAIL	NA	NA	NA	1
Cysltr1	OK	5.0797931407116e-53	15.2814869334905	0.174297159203197	1.70580707935007e-52
Nos3	FAIL	NA	NA	NA	1
Ccr5	FAIL	NA	NA	NA	1
LOC298111	FAIL	NA	NA	NA	1
AC111804.2	FAIL	NA	NA	NA	1
Kitlg	FAIL	NA	NA	NA	1
Cd93	FAIL	NA	NA	NA	1
Gpr37l1	OK	0.433450624114231	0.167595834764086	0.000108646303487339	0.48121865207784
Pla2g4a	FAIL	NA	NA	NA	1
Spns2	OK	0.491900926201852	0.0203027621015526	-0.00173632498125129	0.540594149199611
Cav2	FAIL	NA	NA	NA	1
Cst6	FAIL	NA	NA	NA	1
S100b	OK	5.08691127512203e-12	6.80402166972473	0.0836556509227132	7.9065135247611e-12
Cdh11	FAIL	NA	NA	NA	1
Fxyd6	FAIL	NA	NA	NA	1
Nr4a2	FAIL	NA	NA	NA	1
RGD1310587	FAIL	NA	NA	NA	1
Foxp3	OK	0.376747268357507	0.314034894071082	-0.00122943882180393	0.420842944530768
Reck	FAIL	NA	NA	NA	1
AC142181.1	FAIL	NA	NA	NA	1
Slc11a1	OK	0.72459403431452	-0.596543906640295	-0.00223076923076923	0.74939002788422
Axl	FAIL	NA	NA	NA	1
Creb3l1	FAIL	NA	NA	NA	1
Fgf10	OK	3.17420311749553e-70	17.6766254147157	0.219802283093987	1.61380046347436e-69
Top2a	OK	8.36731748227385e-10	6.0266950257481	0.057347504170167	1.25050019515302e-09
Fgl2	FAIL	NA	NA	NA	1
Plac8	FAIL	NA	NA	NA	1
Rspo3	FAIL	NA	NA	NA	1
Isca1	FAIL	NA	NA	NA	1
Unc5b	FAIL	NA	NA	NA	1
Isg20	FAIL	NA	NA	NA	1
Cd79b	OK	1.98315170459236e-40	13.2596713128289	0.164003397313773	5.16188769042221e-40
Retn	OK	0.617252195707406	-0.298271953320157	-0.00207692307692308	0.650746500900833
Kcnip4	OK	0	42.5776437739093	0.531489173030075	0
LOC108348172	FAIL	NA	NA	NA	1
Pcdh20	FAIL	NA	NA	NA	1
Mrvi1	FAIL	NA	NA	NA	1
Dpp4	OK	2.22505118601756e-238	32.948464910248	0.408887416828741	5.76394211996931e-237
Pid1	FAIL	NA	NA	NA	1
Mmp27	FAIL	NA	NA	NA	1
Rtn1	FAIL	NA	NA	NA	1
Adh6	FAIL	NA	NA	NA	1
Serpinh1	FAIL	NA	NA	NA	1
Marcks	FAIL	NA	NA	NA	1
Gap43	FAIL	NA	NA	NA	1
Cd302	FAIL	NA	NA	NA	1
Kank1	FAIL	NA	NA	NA	1
Pdlim4	FAIL	NA	NA	NA	1
LOC108348155	OK	7.79407093454871e-58	15.9876167284217	0.148494600513735	2.94442679749618e-57
Bmp2	FAIL	NA	NA	NA	1
Cavin3	FAIL	NA	NA	NA	1
H4f3	OK	2.51552084792831e-10	6.21813327323969	0.0652641717848511	3.78023022451105e-10
Rhob	FAIL	NA	NA	NA	1
C6	OK	1.57705438178459e-44	13.9498176275593	0.172260408565038	4.37713052903478e-44
Enpep	FAIL	NA	NA	NA	1
S100a16	FAIL	NA	NA	NA	1
Plagl1	FAIL	NA	NA	NA	1
NEWGENE-2134	FAIL	NA	NA	NA	1
Cpxm2	FAIL	NA	NA	NA	1
Cgnl1	FAIL	NA	NA	NA	1
LOC689574	FAIL	NA	NA	NA	1
Il13ra2	OK	1.28335454201119e-42	13.6324899978554	0.164247702902714	3.52598419623277e-42
AABR07006310.1	OK	1.53635325273113e-72	17.9747454680866	0.201796831925898	8.19388401456601e-72
Pard6g	OK	5.64867765149057e-15	7.72373052122063	0.0874109080368367	9.17277803704737e-15
Fgf18	FAIL	NA	NA	NA	1
Ccdc184	FAIL	NA	NA	NA	1
Olr1	OK	0.592531719864725	-0.234062368254538	-0.00338792227515769	0.633275551289608
Fpr3	OK	3.65624225054901e-46	14.2157868709268	0.0814544313947945	1.05797648100993e-45
Sgo2	FAIL	NA	NA	NA	1
Pcsk6	FAIL	NA	NA	NA	1
Selenop	FAIL	NA	NA	NA	1
Gimap9	OK	1.60296932170658e-10	6.28847781850931	0.0702336217391746	2.42226475280106e-10
AABR07044631.2	FAIL	NA	NA	NA	1
Jam3	FAIL	NA	NA	NA	1
Ctsz	FAIL	NA	NA	NA	1
Pttg1	OK	2.56646670679514e-11	6.56702818533767	0.0741092188642909	3.92179182161954e-11
Actn1	FAIL	NA	NA	NA	1
Emb	FAIL	NA	NA	NA	1
Bhlhe22	FAIL	NA	NA	NA	1
Lmna	FAIL	NA	NA	NA	1
AABR07048427.1	FAIL	NA	NA	NA	1
Bmper	FAIL	NA	NA	NA	1
S100a9	FAIL	NA	NA	NA	1
Lipe	FAIL	NA	NA	NA	1
AABR07051555.1	OK	4.63087550578477e-25	10.2736652878735	0.113264851817699	9.39998610129445e-25
Epha3	FAIL	NA	NA	NA	1
Adra2a	FAIL	NA	NA	NA	1
Metrnl	FAIL	NA	NA	NA	1
Gpx8	FAIL	NA	NA	NA	1
Slc43a3	FAIL	NA	NA	NA	1
Tshr	FAIL	NA	NA	NA	1
Neb	FAIL	NA	NA	NA	1
Upp1	FAIL	NA	NA	NA	1
Tgfb2	FAIL	NA	NA	NA	1
Ehd4	FAIL	NA	NA	NA	1
Nes	FAIL	NA	NA	NA	1
Lrat	OK	3.18287284136663e-21	9.38376600406906	0.0941842701014021	5.97063043346016e-21
AABR07071697.1	OK	0.627405776803265	-0.324990255943612	-0.00209227437385814	0.658897186449761
Ndrg2	FAIL	NA	NA	NA	1
Rcn3	FAIL	NA	NA	NA	1
Aatk	OK	6.86257650313997e-64	16.8341034525702	0.199164275526332	3.16376408280351e-63
Spry1	OK	5.69564995105244e-35	12.2814675222804	0.152416334315743	1.34159387193842e-34
Tgfbr3	FAIL	NA	NA	NA	1
Col5a2	FAIL	NA	NA	NA	1
Nppc	OK	2.22659947045021e-78	18.7056440726709	0.222299209630624	1.40845361851734e-77
Rassf9	FAIL	NA	NA	NA	1
Vkorc1	FAIL	NA	NA	NA	1
Rxfp1	FAIL	NA	NA	NA	1
Slc2a4	FAIL	NA	NA	NA	1
Lgmn	FAIL	NA	NA	NA	1
Hpgds	OK	0.581550859068314	-0.205862547114155	-0.00376825216427894	0.630206508631799
Phlda3	FAIL	NA	NA	NA	1
Pdlim1	FAIL	NA	NA	NA	1
Tekt3	FAIL	NA	NA	NA	1
Gata2	FAIL	NA	NA	NA	1
Tff3	FAIL	NA	NA	NA	1
Gimap7	FAIL	NA	NA	NA	1
LOC497796	FAIL	NA	NA	NA	1
Pglyrp1	FAIL	NA	NA	NA	1
Lama2	FAIL	NA	NA	NA	1
Wnt5a	FAIL	NA	NA	NA	1
Svep1	FAIL	NA	NA	NA	1
Fam189b	OK	9.7853373820004e-09	5.61575416265887	0.0683535655740797	1.42713767716038e-08
Nr2f2	FAIL	NA	NA	NA	1
Plk2	FAIL	NA	NA	NA	1
Abi3bp	FAIL	NA	NA	NA	1
Nrxn1	FAIL	NA	NA	NA	1
Mmp23	FAIL	NA	NA	NA	1
Siglec1	FAIL	NA	NA	NA	1
Tnfsf13b	FAIL	NA	NA	NA	1
Vcl	FAIL	NA	NA	NA	1
Slc1a7	FAIL	NA	NA	NA	1
Ece1	FAIL	NA	NA	NA	1
Rasip1	FAIL	NA	NA	NA	1
AABR07049085.1	FAIL	NA	NA	NA	1
Abi3	FAIL	NA	NA	NA	1
Arl4a	FAIL	NA	NA	NA	1
Sox18	FAIL	NA	NA	NA	1
Cyyr1	OK	0.605077877377159	-0.266512874750771	-0.00430853616422808	0.644153356738111
Meox1	FAIL	NA	NA	NA	1
Bace2	FAIL	NA	NA	NA	1
Nfam1	OK	3.65624225054901e-46	14.2157868709268	0.0814544313947945	1.05797648100993e-45
Cited2	FAIL	NA	NA	NA	1
Anxa1	FAIL	NA	NA	NA	1
Steap1	FAIL	NA	NA	NA	1
S100a11	FAIL	NA	NA	NA	1
Ifitm3	FAIL	NA	NA	NA	1
Csf1	FAIL	NA	NA	NA	1
Fam216b	FAIL	NA	NA	NA	1
Arhgap29	FAIL	NA	NA	NA	1
Pdgfd	FAIL	NA	NA	NA	1
Runx1t1	FAIL	NA	NA	NA	1
Ebf2	FAIL	NA	NA	NA	1
Cdh13	FAIL	NA	NA	NA	1
Nr4a3	FAIL	NA	NA	NA	1
AABR07041096.1	OK	2.9675454460253e-18	8.63379194559059	0.0997735384492368	5.19081904385133e-18
Pcsk5	FAIL	NA	NA	NA	1
Atp1b2	FAIL	NA	NA	NA	1
Lamb2	FAIL	NA	NA	NA	1
Lgalsl	FAIL	NA	NA	NA	1
Slc25a39	FAIL	NA	NA	NA	1
Plpp1	FAIL	NA	NA	NA	1
Bst2	FAIL	NA	NA	NA	1
Ptgs1	FAIL	NA	NA	NA	1
Galnt18	FAIL	NA	NA	NA	1
Dusp6	FAIL	NA	NA	NA	1
Hist1h2an	OK	6.41147059948758e-133	24.5057635472912	0.299834975487129	8.50692684419815e-132
LOC100359515	FAIL	NA	NA	NA	1
Kif4a	OK	5.26077184537736e-100	21.1954378747792	0.246454718088231	4.33615133922012e-99
AABR07006278.1	FAIL	NA	NA	NA	1
Meox2	FAIL	NA	NA	NA	1
Tnfrsf13c	OK	1.6580459060221e-21	9.45225475312137	0.113739633944944	3.13186448915286e-21
Daglb	FAIL	NA	NA	NA	1
Ephb4	FAIL	NA	NA	NA	1
Plxdc2	FAIL	NA	NA	NA	1
Tspan8	OK	3.41795533379958e-122	23.4780547807572	0.280616319670859	3.95610149273823e-121
Lhfpl6	FAIL	NA	NA	NA	1
Adamts12	FAIL	NA	NA	NA	1
Cdo1	FAIL	NA	NA	NA	1
Jam2	FAIL	NA	NA	NA	1
RT1-T24-3	FAIL	NA	NA	NA	1
Adgre4	FAIL	NA	NA	NA	1
Cd4	OK	0.370693253313873	0.330017807710944	-0.00121834833879965	0.414932365849273
Nts	FAIL	NA	NA	NA	1
Cela3b	OK	3.28280278643261e-120	23.2831702326552	0.287190726546122	3.72050982462363e-119
Colec12	FAIL	NA	NA	NA	1
Fblim1	FAIL	NA	NA	NA	1
Angpt4	FAIL	NA	NA	NA	1
Cbr3	FAIL	NA	NA	NA	1
Pcdh18	FAIL	NA	NA	NA	1
Sgk1	FAIL	NA	NA	NA	1
Crip1	FAIL	NA	NA	NA	1
Sspn	FAIL	NA	NA	NA	1
Gbp2	FAIL	NA	NA	NA	1
Lat	FAIL	NA	NA	NA	1
Tspan11	FAIL	NA	NA	NA	1
Pawr	OK	1.09289743296738e-38	12.955544541892	0.159831362676141	2.77820655857128e-38
Piwil4	OK	7.45781243047149e-94	20.5178527750596	0.248904609702159	5.79578566025213e-93
Twist1	FAIL	NA	NA	NA	1
Ddah2	FAIL	NA	NA	NA	1
Jaml	FAIL	NA	NA	NA	1
Klf5	OK	2.96685108142972e-247	33.5624130750824	0.416490375735279	8.96648326832094e-246
Nid1	FAIL	NA	NA	NA	1
Klrg1	FAIL	NA	NA	NA	1
Lgals3	FAIL	NA	NA	NA	1
Fyb1	FAIL	NA	NA	NA	1
Prrx2	FAIL	NA	NA	NA	1
Ace2	OK	1.18777138733245e-111	22.422483566285	0.256739775502682	1.1538350619801e-110
Galnt16	FAIL	NA	NA	NA	1
Tpx2	OK	6.32588601629433e-29	11.0992381482751	0.110819926254416	1.34425077846254e-28
Synpo2	FAIL	NA	NA	NA	1
Tubb6	FAIL	NA	NA	NA	1
Tst	FAIL	NA	NA	NA	1
Cmya5	FAIL	NA	NA	NA	1
Sorbs2	OK	0.278107055307471	0.588474104128761	0.00119100504787949	0.319177717483679
Slc2a6	OK	2.59139218027083e-46	14.2398639674617	0.141257781487845	7.70337347577778e-46
Egr2	OK	1.05852757025187e-31	11.6568603861328	0.143156067731678	2.36970781159267e-31
Unc93b1	FAIL	NA	NA	NA	1
Ctsh	FAIL	NA	NA	NA	1
Icam2	FAIL	NA	NA	NA	1
Itm2a	FAIL	NA	NA	NA	1
Macc1	OK	0.566845990355805	-0.168349900248217	-0.0020099103794756	0.619205258541281
Tgm1	FAIL	NA	NA	NA	1
Ncoa4	FAIL	NA	NA	NA	1
RT1-M2	OK	3.57703689964371e-73	18.0554008148594	0.194339052698395	1.95170136785969e-72
Slc7a8	FAIL	NA	NA	NA	1
Tubb2a	FAIL	NA	NA	NA	1
Mest	FAIL	NA	NA	NA	1
Kank3	FAIL	NA	NA	NA	1
Gpm6b	FAIL	NA	NA	NA	1
Chp2	OK	0.229584304662254	0.740216546101417	0.0054858538585522	0.26573162071546
Hist3h2ba	FAIL	NA	NA	NA	1
Col28a1	OK	0.0897617225261407	1.34222378994062	-0.00123076923076921	0.108753623728776
Tent5a	FAIL	NA	NA	NA	1
Sox9	FAIL	NA	NA	NA	1
Scn3a	OK	1.14893897110695e-26	10.6242761844362	0.115992362918854	2.38558320718389e-26
Sulf1	FAIL	NA	NA	NA	1
Sox8	OK	1.13877427416599e-74	18.2447552068469	0.225115270932888	6.45305422027392e-74
Rasl10a	FAIL	NA	NA	NA	1
Frmd6	FAIL	NA	NA	NA	1
Gzmbl3	FAIL	NA	NA	NA	1
Trat1	OK	5.64502832060632e-60	16.2917769804418	0.18729120005598	2.30894391459386e-59
Akr1c14	FAIL	NA	NA	NA	1
Layn	FAIL	NA	NA	NA	1
Mall	FAIL	NA	NA	NA	1
Sulf2	FAIL	NA	NA	NA	1
LOC100910978.1	FAIL	NA	NA	NA	1
Fcer2	OK	0.00358745937012839	2.68861467289886	0.0228486774305381	0.00466884664437762
Slc4a10	OK	0.591782050363104	-0.232131474591827	-0.00346392854489902	0.633275551289608
Msx1	FAIL	NA	NA	NA	1
Socs1	FAIL	NA	NA	NA	1
AABR07007068.1	FAIL	NA	NA	NA	1
Fads1	FAIL	NA	NA	NA	1
Atp8b1	FAIL	NA	NA	NA	1
Lurap1l	FAIL	NA	NA	NA	1
Slit2	FAIL	NA	NA	NA	1
Ccr6	OK	4.72557272849621e-113	22.5655405395086	0.275201599110569	4.67402102600352e-112
Rnf10	FAIL	NA	NA	NA	1
Tfpi2	OK	2.3625431794144e-07	5.0371523717914	0.0610933610348378	3.3295945326462e-07
Sbspon	OK	1.03594306846937e-49	14.7766600691918	0.167412976822458	3.33463330915585e-49
Gchfr	FAIL	NA	NA	NA	1
Tubb3	FAIL	NA	NA	NA	1
AABR07035722.1	OK	5.9415707599695e-58	16.0045172161175	0.148094378818133	2.26028985554085e-57
Klrk1	OK	3.14014323552077e-09	5.80911786759503	0.0568580020432739	4.60441487903854e-09
Slc27a6	FAIL	NA	NA	NA	1
Dhh	OK	7.45404201034929e-87	19.7186757371401	0.233470978855883	5.33552480740791e-86
